 	ribo_5p
VBIMycSme59918_4908	0.818
VBIMycSme59918_4909	0.5388
VBIMycSme59918_4915	0.4528
VBIMycSme59918_4988	0.2979
VBIMycSme59918_4997	0.5983
VBIMycSme59918_4998	0.5834
VBIMycSme59918_5004	0.1621
VBIMycSme59918_5168	0.319
VBIMycSme59918_5199	0.2628
VBIMycSme59918_5200	0.3379
VBIMycSme59918_5234	0.5332
VBIMycSme59918_5247	0.1615
VBIMycSme59918_5248	0.3714
VBIMycSme59918_5281	0.6778
VBIMycSme59918_5346	0.427
VBIMycSme59918_5369	0.2066
VBIMycSme59918_5370	0.1714
VBIMycSme59918_5409	0.3915
VBIMycSme59918_5410	0.1859
VBIMycSme59918_5415	4.6087
VBIMycSme59918_5416	0.4868
VBIMycSme59918_5503	0.409
VBIMycSme59918_5601	0.2089
VBIMycSme59918_5629	0.2421
VBIMycSme59918_5676	0.2421
VBIMycSme59918_5677	0.7864
VBIMycSme59918_5802	0.2318
VBIMycSme59918_5843	0.1659
VBIMycSme59918_5844	0.6654
VBIMycSme59918_5849	0.2754
VBIMycSme59918_5850	0.2792
VBIMycSme59918_5887	0.3276
VBIMycSme59918_5888	0.6876
VBIMycSme59918_5893	0.9234
VBIMycSme59918_5894	0.753
VBIMycSme59918_5922	0.3334
VBIMycSme59918_5931	0.8806
VBIMycSme59918_5984	0.8212
VBIMycSme59918_5985	0.1859
VBIMycSme59918_5987	0.9768
VBIMycSme59918_6000	1.0
VBIMycSme59918_6006	1.712
VBIMycSme59918_6018	2.2657
VBIMycSme59918_6071	2.4068
VBIMycSme59918_6180	0.6251
VBIMycSme59918_6247	0.2378
VBIMycSme59918_6321	0.7324
VBIMycSme59918_6367	0.2576
VBIMycSme59918_6368	0.0782
VBIMycSme59918_6395	0.0907
VBIMycSme59918_6423	0.4903
VBIMycSme59918_6424	0.3024
VBIMycSme59918_6441	0.229
VBIMycSme59918_6442	0.1148
VBIMycSme59918_6444	0.3345
VBIMycSme59918_6476	0.1616
VBIMycSme59918_6477	0.4312
VBIMycSme59918_6478	0.2832
VBIMycSme59918_6492	0.5924
VBIMycSme59918_6618	0.3206
VBIMycSme59918_6630	0.5654
VBIMycSme59918_6632	0.8377
VBIMycSme59918_6639	4.2088
VBIMycSme59918_6640	0.2206
VBIMycSme59918_6654	1.1208
VBIMycSme59918_6689	0.1776
VBIMycSme59918_6690	0.6553
VBIMycSme59918_6695	0.9361
VBIMycSme59918_6704	0.1735
VBIMycSme59918_6709	0.1729
VBIMycSme59918_6719	0.4204
ORF1	0.2006
ORF2	0.1539
ORF3	0.5453
ORF4	0.4069
ORF5	0.3002
ORF6	0.4784
ORF7	0.4987
ORF8	0.3723
ORF9	0.0451
ORF10	0.9367
ORF11	0.2823
ORF12	1.0
ORF13	1.0
ORF14	2.074
ORF15	0.2022
ORF16	0.3519
ORF17	1.0
ORF18	0.2024
ORF19	0.3942
ORF20	0.129
ORF21	0.4818
ORF22	0.3248
ORF23	0.2769
ORF24	0.447
ORF25	0.2516
ORF26	0.2282
ORF27	0.5885
ORF28	0.3037
ORF29	0.3169
ORF30	0.976
ORF31	1.0577
ORF32	7.2092
ORF33	0.1932
ORF34	0.4166
ORF35	1.0392
ORF36	0.4354
ORF37	0.4734
ORF38	0.6407
ORF39	0.7556
ORF40	0.2215
ORF41	0.263
ORF42	0.2063
ORF43	7.0411
ORF44	0.3571
ORF45	0.6252
ORF46	0.3229
ORF47	2.0746
ORF48	0.0141
ORF49	2.6687
ORF50	0.2726
ORF51	0.0769
ORF52	9.8562
ORF53	0.0807
ORF54	0.5994
ORF55	0.3777
ORF56	0.3311
ORF57	0.5269
ORF58	0.1345
ORF59	0.9863
ORF60	1.48
ORF61	0.7013
ORF62	0.4648
ORF63	0.2141
ORF64	0.2928
ORF65	0.1938
ORF66	2.4823
